PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect chain URLs,Redirect chain URLs codes,No. of redirect chain URLs,Redirect URL,Redirect URL code,No. of redirect inlinks,No. of all inlinks,First found at
0,http://www.kroam.xyz/,,,false,302,0,"https://www.kroam.xyz/
https://kroam.xyz/","302
200",2,https://www.kroam.xyz/,302,0,0,
