PR,URL,Title,Content type,Is rendered page,HTTP status code,No. of URLs referenced in sitemap,Is sitemap index,Sitemap error,First found at
0,https://kroam.xyz/sitemap/models.xml,,application/xml,false,200,42,false,,https://kroam.xyz/sitemap.xml
